district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek
WARANGAL,GEESUGONDA,DHARMARAM,CHANDRA SHEKAR TUNGA GAS GODOWN,"LUBRICATING OIL, GREASES OR PETROLEUM BASED PRODUCTS (ONLY BLENDING AT NOMAD TEMPERATURE)",PHARMACEUTICALS AND CHEMICALS,0.178,9,2025-04-24,,YET TO START CONSTRUCTION,YES,SC,-0.7809600039880951,10,18,55,59,32,10,12,1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000009,0,0,2,2025,4,24,3,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,WARDHANNA PET,WARDHANNAPET,KISAN DAIRY FARM,DAIRY AND DAIRY PRODUCTS ( SMALL SCALE),FOOD PROCESSING,0.3,7,2025-08-12,,YET TO START CONSTRUCTION,YES,OBC,-0.7163313415565473,10,50,56,60,33,1,18,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000009,0,0,1,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,JINNARAM,BOLLARAM,"M/S. ANMOL POLYMERS PVT LTD, (FORMERLY M/S.SAI TE",PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,1.08,43,2025-07-03,,YET TO START CONSTRUCTION,YES,GENERAL,-0.30313169650239014,13,24,57,61,3,3,19,1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000010,0,0,0,2025,7,3,3,,,,,1970,1,1,3,1970,1,1,3
SIDDIPET,WARGAL,VELURU,RAMALINGESHWARA RICE INDUSTRY,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.95,10,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.37199830401141637,0,51,58,62,7,1,9,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000010,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,KOTHUR,THIMMAPUR,COCOATINI CHOCOLATIERS,"CHLORATES, PER-CHLORATES &PEROXIDES",PHARMACEUTICALS AND CHEMICALS,0.868,5,2025-07-16,,YET TO START CONSTRUCTION,YES,OBC,-0.41543724105557134,9,52,59,63,34,10,4,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000010,0,0,1,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3
WANAPARTHY,PEBBAIR,RANGAPUR,ALLIED BLENDERS AND DISTILLERS LTD.,DISTILLERY ( MOLASSES / GRAIN /YEAST BASED),BEVERAGES,5.72725,15,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,25,53,60,64,35,13,13,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000010,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3
SURYAPET,MATTAM PALLE,PEDDAVEEDU,NGS WHITE CEMENTS AP PVT LTD,CEMENT,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",5.72725,75,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,18,54,61,65,4,4,20,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000010,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3
MAHBUBNAGAR,BALANAGAR,GUNDED,ECOWOOD INDUSTRY,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,3.6,7,2025-08-02,,YET TO START CONSTRUCTION,YES,OBC,1.0318210029033485,26,55,62,66,17,11,18,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000011,0,0,1,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3
MEDCHAL,MEDCHAL,MEDCHAL,M/S.MARUDHAR ENTERPRISES.,"FORMULATION/PALLETIZATION OF CAMPHOR TABLETS,NAPHTHALENE BALLS FROM CAMPHOR/ NAPHTHALENE POWDERS",PHARMACEUTICALS AND CHEMICALS,0.2,2,2025-07-16,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7693056550250291,3,7,63,67,36,10,8,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000011,0,0,0,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,KAMAREDDY,PATHARAJAMPET,HINDUSTAN TRADERS SAW MILL & TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.2,6,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.7693056550250291,27,56,64,68,9,8,3,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000011,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,TADWAI,TADWAI,SUJATHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.05,1,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.8487671252277516,27,57,65,69,11,1,0,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000011,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3
JANGAON,RAGHUNATHPALLE,GOVARDHANAGIRI,M/S BHARATHI GROUP,"FISH FEED, POULTRY FEED AND CATTLE FEED",AGRO BASED INCL COLD STORAGES,0.98,15,2025-08-07,,YET TO START CONSTRUCTION,YES,GENERAL,-0.3561060099708719,19,58,66,70,37,0,13,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000011,0,0,0,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3
MEDAK,MANOHARABAD,KUCHARAM,M/S. INGENISIS ENGINEERING PVT. LTD.,INDUSTRY OR PROCESS INVOLVING METAL SURFACE TREATMENT OR PROCESS SUCH AS PICKLING/ ELECTROPLATING/PAINT STRIPPING/ HEAT TREATMENT USING CYANIDE BATH/ PHOSPHATING OR FINISHING AND ANODIZING / ENAMELLINGS/ GALVANIZING,OTHERS,1.5,15,2025-07-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.08063957993476704,16,59,67,71,38,14,13,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000012,0,0,0,2025,7,23,2,,,,,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,SRI YASHODA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9989,10,2025-07-30,,YET TO START CONSTRUCTION,YES,GENERAL,-0.3460938647253288,5,5,5,72,5,5,9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000012,0,0,0,2025,7,30,2,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,PASHAMYLARAM,NIEHOFF OF INDIA PRIVATE LIMITED.,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.72,10,2025-07-28,,YET TO START CONSTRUCTION,YES,GENERAL,-0.49383922498892424,13,60,68,73,21,12,9,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000012,0,0,0,2025,7,28,0,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,MADNOOR,DONGLI,M. S. AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.175,20,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7825492333921494,27,61,69,74,7,1,2,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3
KHAMMAM,KHAMMAM (URBAN),KAIKONDAIGUDEM,SRI SAI GANESH STONES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.4046,6,2025-08-07,,YET TO START CONSTRUCTION,YES,SC,-0.6609202096685155,23,49,70,75,27,14,3,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000012,0,0,2,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,WARDHANNA PET,WARDHANNAPET,M/S. MAHESHWARA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.35,15,2025-08-05,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6898441848223065,10,50,56,76,7,1,13,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000012,0,0,0,2025,8,5,1,,,,,1970,1,1,3,1970,1,1,3
NALGONDA,MIRYALAGUDA,GUDUR,J.M.J GAS WELDING WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.0717,3,2025-08-12,,YET TO START CONSTRUCTION,YES,SC,-0.837271699205091,8,10,10,77,5,5,21,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000012,0,0,2,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,MAHESWARAM,MAHESWARAM,GSK ENTERPRISES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.311,2,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7105041670750144,9,62,71,78,5,5,8,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000012,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,FAROOQNAGAR,SOLIPUR,NAGASREE PLASTICS,REPROCESSING OF WASTE PLASTIC INCLUDING PVC,PLASTIC AND RUBBER,0.4,10,2025-07-25,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6633570280880657,9,19,72,79,39,11,9,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000012,0,0,0,2025,7,25,4,,,,,1970,1,1,3,1970,1,1,3
HYDERABAD,CHARMINAR,CHARMINAR,SSR HALLMARKING,"GOLD AND SILVER SMITHY (PURIFICATION WITH ACID, SMELTING OPERATING AND SULFURIC ACIDPOLISHING OPERATION) (USING LESS THAN OR EQUAL TO 1 LITRE OF SULPHURIC ACID / NITRIC ACID PERMONTH.",ENGINEERING,0.45,2,2025-08-01,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6368698713538249,21,63,73,80,26,5,8,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000012,0,0,0,2025,8,1,4,,,,,1970,1,1,3,1970,1,1,3
YADADRI,BHONGIR,BUVANAGIRI,M/S BHAKTIN ENTERPRISES,ALUMINIUM UTENSILS FROM ALUMINIUM CIRCLES BY PRESSING ONLY (DRY MECHANICAL OPERATION),ENGINEERING,0.24,15,2025-06-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7481159296376364,5,64,74,81,14,5,13,1970-01-01 00:00:00.000000047,1970-01-01 00:00:00.000000013,0,0,0,2025,6,23,0,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,KONDAPUR,GOLLAPALLE,M/S. ELMENTOZ RESEARCH PRIVATE LIMITED,INDUSTRY OR PROCESSES INVOLVING FOUNDRY OPERATIONS,ENGINEERING,1.5,1,2025-08-13,,YET TO START CONSTRUCTION,YES,GENERAL,-0.08063957993476704,13,65,75,82,40,5,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000014,0,0,0,2025,8,13,2,,,,,1970,1,1,3,1970,1,1,3
MEDCHAL,SHAMIRPET,KOLTHUR,"M/S ASPEN BIOPHARMA LABS (P) LTD., (FORMERLY M/S. TAT ORG SYNTHESIS PVT. LTD)",PHARMACEUTICALS,PHARMACEUTICALS AND CHEMICALS,0.4,25,2025-07-15,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6633570280880657,3,66,76,83,41,10,15,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000014,0,0,0,2025,7,15,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,HAYATHNAGAR,KOHEDA,SRI NAIVEDYAMFOODS,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,5.72725,20,2025-08-13,,YET TO START CONSTRUCTION,YES,OBC,2.158717086161625,9,67,77,84,11,1,2,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000014,0,0,1,2025,8,13,2,,,,,1970,1,1,3,1970,1,1,3
PEDDAPALLI,KAMANPUR,RATNAPUR,M/S SRI VENKATESHWARA FLY ASH BRICKS COMPANY,"CEMENT PRODUCTS (WITHOUT USING ASBESTOS / BOILER / STEAM CURING) LIKE PIPE ,PILLAR, JAFRI, WELL RING, BLOCK/TILES ETC.(SHOULD BE DONE IN CLOSED COVERED SHED TO CONTROL FUGITIVE EMISSIONS)","CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.25,5,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.7428184982907882,1,68,78,85,42,4,4,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000014,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3
MAHBUBNAGAR,GANDEED,NANCHERLA,SREE INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.3725,10,2025-07-21,,YET TO START CONSTRUCTION,YES,OBC,-0.14818182960708118,26,69,79,86,7,1,9,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000014,0,0,1,2025,7,21,0,,,,,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,KALWALA,""" M/S SRI VARAHI AGRO INDUSTRIES """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.75,9,2025-07-24,,YET TO START CONSTRUCTION,YES,OBC,0.5815393384212542,6,21,80,87,7,1,12,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000015,0,0,1,2025,7,24,3,,,,,1970,1,1,3,1970,1,1,3
SIDDIPET,GAJWEL,RIMMANGUDA,RADHE KRISHNA TILES AND GRANITES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.35,5,2025-08-13,,YET TO START CONSTRUCTION,YES,GENERAL,-0.6898441848223065,0,70,81,88,27,14,4,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000015,0,0,0,2025,8,13,2,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,CHENNARAOPET,UPPARAPALLE,M.S KAMADHENU INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.7,9,2025-07-30,,YET TO START CONSTRUCTION,YES,GENERAL,0.02530904700219632,10,16,82,89,7,1,12,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000015,0,0,0,2025,7,30,2,,,,,1970,1,1,3,1970,1,1,3
NIZAMABAD,NIZAMABAD RURAL,MUGPAL,M/S. VEERANJANEYA AGROS,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,12,2025-08-05,,YET TO START CONSTRUCTION,YES,OBC,-0.7428184982907882,20,71,83,90,7,1,6,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000015,0,0,1,2025,8,5,1,,,,,1970,1,1,3,1970,1,1,3
NIZAMABAD,JAKRANPALLE,KALIGOTE,ABABIL RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.85,10,2025-03-29,,YET TO START CONSTRUCTION,YES,OBC,0.10477051720491894,20,72,84,91,7,1,9,1970-01-01 00:00:00.000000050,1970-01-01 00:00:00.000000015,0,0,1,2025,3,29,5,,,,,1970,1,1,3,1970,1,1,3
MEDAK,SHANKARAMPET (R),CHANDAMPET,MSN LIFE SCIENCES PRIVATE LIMITED,PHARMACEUTICALS,PHARMACEUTICALS AND CHEMICALS,5.72725,425,2025-07-22,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,16,73,85,92,41,10,22,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000015,0,0,0,2025,7,22,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,FAROOQNAGAR,ELKATTA,ELITE LAMINATES PVT LTD,PLY-BOARD MANUFACTURING (INCLUDINGVENEER AND LAMINATE) WITH OIL FIREDBOILER/ THERMLC FLUID HEATER(WITHOUTRESIN PLANT),WOOD AND LEATHER,5.72725,2,2025-06-06,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,9,19,86,93,43,8,8,1970-01-01 00:00:00.000000051,1970-01-01 00:00:00.000000015,0,0,0,2025,6,6,4,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,KADTHAL,CHELLAMPALLE,SAM STONE CRUSHER,STONE CRUSHERS,GRANITE AND STONE CRUSHING,5.0,10,2025-07-05,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,1.7734613914620923,9,74,87,94,2,2,9,1970-01-01 00:00:00.000000052,1970-01-01 00:00:00.000000016,0,0,1,2025,7,5,5,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
SURYAPET,SURYAPET,YERKARAM,SRI MAHALAKSHMI INDUSTRIES,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.8169,5,2025-06-18,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,-0.4425071152379655,18,32,88,95,17,11,4,1970-01-01 00:00:00.000000053,1970-01-01 00:00:00.000000016,0,0,1,2025,6,18,2,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,PATANCHERU,S MOHAN CONSTRUCTIONS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,1.6067,6,2025-07-29,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,-0.02411598746389707,13,60,89,96,5,5,3,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000016,0,0,1,2025,7,29,1,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S. UJWALA ENTERPRISES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.25,3,2025-08-11,2025-12-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,3,15,15,97,5,5,21,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000016,0,0,0,2025,8,11,0,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
JAGTIAL,JAGTIAL,JAGITIAL,M/S.MINAR SAW MILL AND TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.17,4,2025-08-04,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,-0.7851979490655736,15,75,90,98,9,8,11,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,0,0,1,2025,8,4,0,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
JAGTIAL,VELGATOOR,ENDAPALLE,M/S. SRI LAXMI DURGA CEMENT BRICKS INDUSTRIES,"CEMENT PRODUCTS (WITHOUT USING ASBESTOS / BOILER / STEAM CURING) LIKE PIPE ,PILLAR, JAFRI, WELL RING, BLOCK/TILES ETC.(SHOULD BE DONE IN CLOSED COVERED SHED TO CONTROL FUGITIVE EMISSIONS)","CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.13,5,2025-07-29,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,-0.8063876744529663,15,76,91,99,42,4,4,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000016,0,0,1,2025,7,29,1,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
NIZAMABAD,VARNI,VARNI,SRI SHIVA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.0,10,2025-02-18,2025-12-08,YET TO START CONSTRUCTION,YES,GENERAL,0.18423198740764143,20,77,92,100,7,1,9,1970-01-01 00:00:00.000000054,1970-01-01 00:00:00.000000016,0,0,0,2025,2,18,1,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
ADILABAD,NERADIGONDA,NERADIGONDA,M/S SRI GANESH FLASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.18,8,2025-08-08,2025-12-08,YET TO START CONSTRUCTION,YES,ST,-0.7799005177187255,28,78,93,101,12,4,5,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000016,0,0,3,2025,8,8,4,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,SULTANPUR,BLUBEE INDUSTRIES PRIVATE LIMITED,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.4282,20,2025-08-04,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,1.4705542670493141,13,60,94,102,5,5,2,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000017,0,0,0,2025,8,4,0,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,SAROORNAGAR,NADARGUL (RURAL),MARUTHI INDUSTRIES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.05,10,2025-07-18,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,1.270205413511516,9,79,95,103,5,5,9,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000017,0,0,1,2025,7,18,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,FAROOQNAGAR,BURGUL,SHREE ULTRA INKS PVT LTD EXPANSION,PRINTING INK MANUFACTURING,PHARMACEUTICALS AND CHEMICALS,1.12,10,2025-07-15,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2819419711149974,9,19,96,104,44,10,9,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000017,0,0,0,2025,7,15,1,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
WANAPARTHY,GOPALPETA,CHENNARAM,SATHYA SAI INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.8,10,2025-07-30,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.45145977421413885,25,80,97,105,7,1,9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000017,0,0,0,2025,7,30,2,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
PEDDAPALLI,MUTHARAM (MANTHANI),ODEDU,M/S. SRI BALAJI SAWMILL AND DEPOT,SAW MILLS,WOOD AND LEATHER,0.17,4,2025-08-01,2025-11-08,YET TO START CONSTRUCTION,YES,ST,-0.7851979490655736,1,46,98,106,9,8,11,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000017,0,0,3,2025,8,1,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S. SHODHANA LABORATORIES PRIVATE LIMITED,PHARMACEUTICALS,PHARMACEUTICALS AND CHEMICALS,5.0,40,2025-07-11,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,1.7734613914620923,3,15,15,107,41,10,17,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000017,0,0,1,2025,7,11,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
BHUPALPALLY,BHUPALPALLE,BHUPALPALLE,SUDHIKSHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.115,1,2025-07-26,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.8143338214732385,12,81,99,108,11,1,0,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000017,0,0,1,2025,7,26,5,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,SAROORNAGAR,NADARGUL (RURAL),SANDHYA PRECISION ENGINEERING WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,2.45,10,2025-06-24,2025-11-08,YET TO START CONSTRUCTION,YES,SC,0.42261639801580914,9,79,95,109,5,5,9,1970-01-01 00:00:00.000000057,1970-01-01 00:00:00.000000017,0,0,2,2025,6,24,1,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
ADILABAD,NERADIGONDA,KORATKAL (BUZURG),BALAJI CEMENT BRICK WORKS,BRICKFIELDS ( EXCLUDING FLY ASH BRICK MANUFACTURING USING LIME PROCESS),"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.025,5,2025-07-30,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.8620107035948721,28,78,100,110,45,4,4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000017,0,0,1,2025,7,30,2,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
SURYAPET,HUZURNAGAR,HUZURNAGAR,M/S. MATTAPALLY LAKSHMI NARASIMHA SWAMY PARBOILED MODERN RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.5,10,2025-06-16,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.08063957993476704,18,82,101,111,18,1,9,1970-01-01 00:00:00.000000058,1970-01-01 00:00:00.000000017,0,0,0,2025,6,16,0,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
JAGTIAL,MALLIAL,RAMPUR,SRI RAJA RAJESHWARA INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0,120,2025-07-07,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3455111472771755,15,83,102,112,18,1,23,1970-01-01 00:00:00.000000059,1970-01-01 00:00:00.000000018,0,0,0,2025,7,7,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,MANGALPALLE,VAISHNAVI AGRO FRESH COLD STORAGE PRIVATELIMITED,CHILLING PLANT AND ICE MAKING WITHOUT USING AMMONIA,AGRO BASED INCL COLD STORAGES,2.5,20,2025-08-05,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,0.44910355475004987,9,84,103,113,46,0,2,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000018,0,0,0,2025,8,5,1,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
